Input Size,Thread Count,Run 1,Run 2,Run 3
25000,1,11.209284,10.786300,10.869438
25000,2,6.779175,7.011624,6.429740
25000,4,4.649882,4.518001,4.694758
25000,8,4.535848,5.027333,5.964536
25000,16,5.247024,5.632908,5.452269
25000,32,6.165274,6.901988,5.810856
25000,64,13.224805,5.910005,9.251560
