Input Size,Thread Count,Run 1,Run 2,Run 3
25000,1,9.017764,8.125326,7.969878
25000,2,5.151722,5.307697,5.173592
25000,4,2.673817,2.514776,2.488168
25000,8,3.941125,3.145121,2.624741
25000,16,4.637718,12.299318,34.482795
25000,32,17.735660,34.679416,102.885062
